fund_code,fund_name,theme_hint,investability_hint,investability_note,is_current,latest_nav_date,latest_price,return_5d_pct,previous_5d_pct,acceleration_5d_pp,return_20d_pct,previous_20d_pct,acceleration_20d_pp,return_60d_pct,return_126d_pct,return_252d_pct,volatility_20d_ann_pct,max_drawdown_60d_pct,distance_from_60d_high_pct,portfolio_size_try,investor_count,history_observations,stock_pct,foreign_stock_pct,foreign_security_pct,foreign_etf_pct,precious_metals_pct,eurobond_pct,government_bond_pct,private_sector_bond_pct,investment_fund_pct,etf_pct,term_deposit_pct,repo_pct,reverse_repo_pct,derivative_pct,dataset_latest_date,breakdown_date,generated_at_local
TAO,TEB PORTFÖY ALARKO GRUBU DEĞİŞKEN ÖZEL FON,Değişken,VERIFY_ELIGIBILITY,Özel fon; erişim kısıtı olabilir,True,2026-08-24,21.1494,1.0547,-0.0842,1.139,2.4246,2.6367,-0.2121,7.8093,11.1091,35.5249,3.8423,-1.0732,0.0,1117880475.66,1.0,304,58.59,0.0,0.0,0.0,0.0,0.0,14.86,0.0,0.0,0.0,0.0,0.0,12.66,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
TAZ,AZİMUT PORTFÖY TAF HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),Hisse Senedi,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,2.5039,1.4487,1.983,-0.5344,2.2533,1.2905,0.9628,2.7352,14.6291,48.1314,9.5859,-3.4258,0.0,1180644439.99,2.0,304,93.59,0.0,0.0,0.0,0.0,0.0,1.81,0.0,4.13,0.0,0.0,-2.2,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
TB9,TEB PORTFÖY DOKUZUNCU SERBEST (DÖVİZ) FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,53.3651,0.3956,0.4751,-0.0795,1.7446,1.8383,-0.0936,5.6724,11.2056,20.414,1.0962,0.0,0.0,40314572907.79,10705.0,304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.32,0.0,0.0,0.0,30.74,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
TBP,İŞ PORTFÖY PRİVİA BANKACILIK FON SEPETİ ÖZEL FONU,Bankacılık / Finans,VERIFY_ELIGIBILITY,Özel fon; erişim kısıtı olabilir,True,2026-08-24,0.2817,0.5393,0.6282,-0.0889,2.3778,1.7477,0.63,7.3092,8.2424,33.0166,2.0271,-1.1487,0.0,467174001.47,198.0,304,0.0,0.0,0.0,5.61,0.0,0.0,0.0,0.13,76.49,0.0,0.0,0.0,9.63,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
TBV,İŞ PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI (TL) FONU,Borçlanma Araçları,VERIFY_ELIGIBILITY,Özel fon; erişim kısıtı olabilir,True,2026-08-24,0.4118,0.7492,0.7484,0.0008,3.0261,3.3576,-0.3315,10.0188,21.4408,46.824,1.4167,0.0,0.0,1239934896.1,7926.0,304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.78,0.0,0.0,0.0,0.0,6.37,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
TCC,TACİRLER PORTFÖY SERBEST ( DÖVİZ ) FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,0.0814,0.5321,1.4237,-0.8916,10.5138,2.3602,8.1536,4.6012,22.9314,28.0442,12.4982,-8.8005,0.0,477983123.39,381.0,304,0.0,72.09,0.0,0.0,0.0,0.0,0.0,0.0,14.66,0.0,0.0,0.0,0.24,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
TCG,TEB PORTFÖY CEMAY HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),Hisse Senedi,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,1.338,0.8081,1.0638,-0.2556,2.7632,-2.3343,5.0974,4.9477,-3.6649,14.3678,9.3008,-6.2127,-2.5546,189531026.44,1.0,304,82.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,11.11,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
TCH,TACİRLER PORTFÖY TAÇ SERBEST FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,2.244,0.7238,0.343,0.3808,2.6277,2.6513,-0.0235,7.3705,13.7398,41.6334,1.9961,-0.6319,0.0,241914137.5,58.0,304,13.55,0.0,0.0,0.0,0.0,0.0,2.44,4.82,4.6,0.15,0.0,0.0,4.55,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
TCI,TACİRLER PORTFÖY İSTATİSTİKSEL ARBİTRAJ SERBEST FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,11.4974,0.6904,0.6464,0.044,2.818,3.1456,-0.3276,9.3307,21.0233,44.364,0.84,-0.06,0.0,1396121070.36,15.0,304,-2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,0.0,0.0,0.0,65.88,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
TCS,TACİRLER PORTFÖY SİRİUS HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Hisse Senedi,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,42.8842,0.2906,0.5935,-0.3029,0.8963,-2.6957,3.5919,-0.0981,5.2558,39.4837,19.638,-12.3566,-7.9952,1456235436.92,44.0,304,82.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.54,0.0,0.0,0.0,7.88,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
TDP,TEB PORTFÖY İKİNCİ SERBEST (DÖVİZ) FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,59.8813,0.4033,0.4279,-0.0246,1.7774,1.8483,-0.0709,5.6555,11.7263,21.664,1.1205,-0.0135,0.0,326935475.0,44.0,304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
TFE,AKTİF PORTFÖY TÜRKİYE FİNANS ALA BANKACILIK KATILIM ÖZEL FONU,Bankacılık / Finans,VERIFY_ELIGIBILITY,Özel fon; erişim kısıtı olabilir,True,2026-08-24,2.8377,0.6907,0.7066,-0.0159,2.8055,3.1743,-0.3688,9.4351,20.3237,45.572,1.1545,0.0,0.0,34515600.21,115.0,304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
TGV,TACİRLER PORTFÖY KG SERBEST ÖZEL FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,10.8748,-18.029,2.9082,-20.9372,-18.9699,-7.8531,-11.1168,-32.7309,-85.8311,3.3444,63.741,-38.5772,-38.5772,6920609916.68,13.0,304,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
TGZ,TACİRLER PORTFÖY SPİCA SERBEST (TL) FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,6.1987,1.3706,0.5918,0.7788,2.3055,3.3564,-1.0509,9.5176,24.3575,50.169,2.6395,-0.3024,0.0,1125864989.42,12.0,304,70.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.95,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
THG,TACİRLER PORTFÖY ODEABANK SERBEST ÖZEL FON,Bankacılık / Finans,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,7.1924,0.7832,0.7438,0.0394,3.0902,2.9598,0.1304,9.8495,21.487,46.0184,1.3437,0.0,0.0,174281848.17,177.0,304,0.0,0.0,0.0,0.0,0.0,0.0,8.35,4.15,6.2,0.0,0.0,0.0,24.12,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
THH,DENİZ PORTFÖY CCO HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),Hisse Senedi,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,157.1639,26.5421,6.6978,19.8442,20.3842,-2.3966,22.7808,13.1933,36.7665,169.7615,70.6563,-29.486,-0.7379,2005176239.29,1.0,304,102.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
THO,AZİMUT PORTFÖY 20.0 SERBEST (DÖVİZ) FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,50.7499,0.7225,0.5968,0.1257,2.9916,1.6728,1.3189,6.7626,9.4259,20.7336,1.7021,-0.1761,0.0,4853772407.64,12.0,304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.89,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
THS,AZİMUT PORTFÖY AEB SERBEST (DÖVİZ) ÖZEL FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,64.1003,0.9949,0.5418,0.4531,3.0516,1.9939,1.0578,7.0349,11.5555,24.6574,1.6548,-0.246,0.0,420541398.87,1.0,304,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.22,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
THT,TRİVE PORTFÖY HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Hisse Senedi,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,0.2163,6.2373,4.7046,1.5327,14.4005,-1.3822,15.7827,-1.1385,-16.0263,0.9894,53.0998,-19.2615,-3.656,8776103.0,352.0,304,90.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
THV,ATA PORTFÖY BARBAROS HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Hisse Senedi,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,50.0074,-17.5478,2.8961,-20.444,-18.5862,-7.8043,-10.7818,-32.209,-85.5347,185.1153,62.3137,-37.9993,-37.9993,2255395491.76,17.0,304,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
TIP,TEB PORTFÖY ING BANK ÖZEL BANKACILIK VE PLATİNUM SERBEST (DÖVİZ) ÖZEL FON,Bankacılık / Finans,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,49.9384,0.4891,0.4213,0.0678,1.6569,1.5877,0.0692,5.4215,11.2841,21.173,1.1067,-0.101,0.0,752447153.51,66.0,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
TJB,TACİRLER PORTFÖY BDR SERBEST ÖZEL FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,10.0154,0.566,2.1516,-1.5856,3.8802,2.0794,1.8008,7.7155,2.8904,23.5055,13.7998,-4.5347,0.0,818285327.8,1.0,304,61.55,11.25,0.0,0.0,0.0,0.0,0.29,0.0,19.24,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
TJL,AZİMUT PORTFÖY TAYD HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),Hisse Senedi,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,21.3449,0.9044,-8.2651,9.1695,-5.1577,3.1924,-8.3501,-3.8364,-7.0672,13.9809,22.5153,-10.0807,-8.4369,1451254469.59,4.0,304,81.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.93,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
TJT,TEB PORTFÖY ALTINCI SERBEST (DÖVİZ-AVRO) FON,Altın,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,68.8817,1.357,0.7509,0.6061,4.7938,1.4074,3.3865,7.4726,8.9365,23.1893,4.2919,-1.4375,0.0,2282758609.98,1844.0,304,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,10.56,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
TKH,AZIMUT PORTFÖY TKS SERBEST (TL) ÖZEL FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,2.2187,3.4048,1.6973,1.7075,1.9979,1.4405,0.5574,-5.1713,-2.2063,12.5167,24.5802,-13.1743,-7.8192,453126787.59,1.0,304,95.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.68,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
TKK,İŞ PORTFÖY KUMBARA HESABI FON SEPETİ ÖZEL FON,Fon Sepeti,VERIFY_ELIGIBILITY,Özel fon; erişim kısıtı olabilir,True,2026-08-24,1.7704,0.7477,0.2971,0.4506,2.9656,-0.4525,3.4181,2.1305,4.8669,36.1013,5.4656,-2.7178,0.0,1812915581.32,113073.0,304,4.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.79,4.41,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
TLC,TEB PORTFÖY ALTERNATİFBANK DEĞİŞKEN ÖZEL FON,Bankacılık / Finans,VERIFY_ELIGIBILITY,Özel fon; erişim kısıtı olabilir,True,2026-08-24,1.0572,1.024,0.9095,0.1145,3.636,,,,,,1.8187,0.0,0.0,336369888.19,264.0,33,0.0,0.0,0.0,1.04,0.0,0.0,44.55,0.0,2.33,0.0,0.0,0.0,46.21,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
TLT,TEB PORTFÖY YAHŞİ SERBEST (DÖVİZ) ÖZEL FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,71.0946,0.5459,0.5647,-0.0187,2.4807,1.7874,0.6933,7.3244,11.1697,23.4837,1.4749,-0.0734,0.0,402656012.21,1.0,304,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,3.12,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
TLU,TEB PORTFÖY ONİKİNCİ SERBEST (DÖVİZ) FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,53.5434,0.3932,0.4754,-0.0821,1.7574,1.8388,-0.0814,5.7081,11.4278,21.0502,1.1035,0.0,0.0,8904872865.69,518.0,304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.97,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
TLY,TERA PORTFÖY BİRİNCİ SERBEST FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,8907.4113,3.4327,2.4798,0.9529,17.022,12.5275,4.4945,60.4343,146.9972,687.738,11.0388,-1.615,0.0,280495317019.79,109814.0,304,78.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.93,0.0,0.0,-6.71,15.54,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
TMH,ALLBATROSS PORTFÖY ATMACA HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Hisse Senedi,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,0.0,,,,,,,,,-100.0,,,,0.0,12.0,304,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
TMM,TERA PORTFÖY İKİNCİ SERBEST (DÖVİZ) FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,73.0521,1.0839,1.1479,-0.0639,3.7495,2.0031,1.7464,8.5981,18.0703,28.6676,1.7315,-0.1129,0.0,1018071725.12,1407.0,304,0.55,0.45,0.0,1.28,0.0,0.0,0.0,0.0,13.87,0.32,0.0,0.0,19.45,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
TMR,TEB PORTFÖY MAKRO SERBEST ÖZEL FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,7.7123,1.9224,1.0319,0.8905,5.7597,2.2456,3.5141,8.0521,11.7653,46.5497,4.9939,-1.818,0.0,9258396924.0,1.0,304,0.0,0.0,0.0,0.0,27.44,0.0,10.29,0.0,4.16,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
TMS,TACİRLER PORTFÖY MARATON SERBEST FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,2.1496,1.4543,2.1513,-0.697,5.2755,7.2584,-1.9829,16.9348,17.8513,52.9336,16.0062,-6.5318,0.0,408522781.05,85.0,304,70.02,29.14,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,-0.8,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
TMV,TERA PORTFÖY ALGORİTMİK STRATEJİLER SERBEST FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,9.6588,5.1838,3.4785,1.7053,17.2108,20.0813,-2.8705,71.5177,154.4219,375.0911,9.0323,-1.765,0.0,39453341457.99,12878.0,304,68.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,-0.77,27.08,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
TNB,TEB PORTFÖY ING BANK KAR PAYI ÖDEYEN SERBEST (DÖVİZ) ÖZEL FON,Bankacılık / Finans,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,50.2122,0.3554,0.5277,-0.1723,2.0387,1.0375,1.0012,5.1223,8.049,17.2214,1.7636,-0.392,0.0,714530971.12,82.0,304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
TNF,TEB PORTFÖY ONUNCU SERBEST (TL) ÖZEL FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,4.2673,0.7586,0.7596,-0.001,3.0773,3.4282,-0.3509,10.2846,22.417,48.312,1.4116,0.0,0.0,5189595140.18,3.0,304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
TNH,TACİRLER PORTFÖY REAL CAPİTAL SERBEST ÖZEL FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,11.9504,-1.2398,-1.0609,-0.1789,-2.9955,-6.0466,3.0511,-4.0127,-1.0885,10.4737,26.8341,-15.6325,-14.9447,101335920.89,5.0,304,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.91,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
TNI,TEB PORTFÖY ING BANK ÖZEL BANKACILIK VE PLATİNUM DEĞİŞKEN ÖZEL FON,Bankacılık / Finans,VERIFY_ELIGIBILITY,Özel fon; erişim kısıtı olabilir,True,2026-08-24,11.3823,1.021,1.0209,0.0,3.7523,2.9132,0.8392,10.1042,21.5058,50.543,2.0306,-0.0162,0.0,7649798590.28,2604.0,304,0.0,0.0,0.0,1.1,0.0,0.0,51.08,0.01,2.75,0.0,0.0,0.0,36.84,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
TNS,TACİRLER PORTFÖY NAR SERBEST FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,13.2035,2.6813,0.7659,1.9154,4.728,2.8429,1.8851,14.7905,25.6694,33.6941,8.7428,-6.8367,0.0,96258540.66,16.0,304,57.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.16,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
TO8,TEB PORTFÖY ONSEKİZİNCİ SERBEST (DÖVİZ-AVRO) FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,57.1445,1.6416,0.7154,0.9263,4.5249,2.0866,2.4382,6.1304,9.5916,,4.7174,-1.7542,0.0,731400288.34,101.0,223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.08,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
TOK,TEB PORTFÖY ONBİRİNCİ SERBEST (DÖVİZ - AVRO) FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,59.6572,1.6223,0.6955,0.9268,4.4502,1.9768,2.4734,5.8198,8.965,19.506,4.721,-1.7835,0.0,24940521654.98,6985.0,304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.06,0.0,0.0,0.0,64.61,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
TOT,TEB PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları,VERIFY_ELIGIBILITY,Özel fon; erişim kısıtı olabilir,True,2026-08-24,955.8362,0.7368,0.723,0.0137,2.9597,3.2698,-0.3101,9.7352,21.2667,46.0276,1.3524,-0.0823,0.0,116210567.54,643.0,304,0.0,0.0,0.0,0.0,0.0,0.0,0.21,11.43,0.0,0.0,0.0,0.0,8.61,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
TP1,TEB PORTFÖY UYUM SERBEST (DÖVİZ) ÖZEL FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,68.1279,0.3996,0.5581,-0.1586,2.1052,1.8344,0.2708,6.7231,11.2888,23.9578,1.2027,-0.0641,0.0,382277683.87,1.0,304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.19,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
TPE,İŞ PORTFÖY PY EUROBOND BORÇLANMA ARAÇLARI (DÖVİZ) ÖZEL FONU,Eurobond,VERIFY_ELIGIBILITY,Özel fon; erişim kısıtı olabilir,True,2026-08-24,0.5498,0.4129,0.5613,-0.1483,2.1138,1.7729,0.341,7.0896,11.9242,27.0098,1.0635,-0.034,0.0,2368431039.91,34.0,304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.69,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
TPJ,TEB PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,78.5052,0.4091,0.6219,-0.2128,2.3557,1.614,0.7416,7.4433,11.2483,24.322,1.2421,-0.2603,0.0,2261019866.29,1463.0,304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
TPO,İŞ PORTFÖY PY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI (TL) ÖZEL FONU,Borçlanma Araçları,VERIFY_ELIGIBILITY,Özel fon; erişim kısıtı olabilir,True,2026-08-24,0.1818,0.7753,0.7679,0.0074,3.1722,3.4866,-0.3143,10.4873,19.8002,45.1029,1.4741,0.0,0.0,106473173.67,3.0,304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.61,0.0,0.0,0.0,0.0,3.21,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
TPP,TEB PORTFÖY PUSULA SERBEST FON,Diğer / Belirsiz,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,79.3592,2.0044,2.8123,-0.8079,6.0208,0.0467,5.9742,12.6478,22.311,70.9249,12.6881,-2.3077,0.0,1881766090.34,386.0,304,3.46,14.36,0.0,0.0,0.0,0.0,40.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
TPR,İŞ PORTFÖY PY HİSSE SENEDİ (TL) ÖZEL FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi,VERIFY_ELIGIBILITY,Özel fon; erişim kısıtı olabilir,True,2026-08-24,0.487,3.674,0.136,3.538,3.4142,-5.626,9.0401,1.3975,2.3957,29.0784,13.1864,-11.6756,-6.251,10482217.39,1.0,304,90.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
TRN,AZİMUT PORTFÖY CO HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),Hisse Senedi,VERIFY_ELIGIBILITY,Serbest fon; nitelikli yatırımcı / dağıtım kısıtı olabilir,True,2026-08-24,1.1803,16.0878,0.2122,15.8756,4.5621,4.2467,0.3154,-3.2479,-8.0321,-31.6297,76.7386,-26.1174,-6.4193,2158837399.2,1.0,304,158.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-58.48,0.0,0.0,2026-08-24,2026-08-24,2026-08-24 09:12:33
